Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 1, 2020 12:00 AM;Jan 1, 2020 1:00 AM;43,500.50;43,776.25;275.75;36,890.25
Jan 1, 2020 1:00 AM;Jan 1, 2020 2:00 AM;42,598.75;43,080.50;481.75;35,554.75
Jan 1, 2020 2:00 AM;Jan 1, 2020 3:00 AM;41,463.75;42,145.25;681.50;34,033.50
Jan 1, 2020 3:00 AM;Jan 1, 2020 4:00 AM;40,279.50;41,030.75;751.25;32,734.75
Jan 1, 2020 4:00 AM;Jan 1, 2020 5:00 AM;40,264.75;41,736.75;1,472.00;32,515.75
Jan 1, 2020 5:00 AM;Jan 1, 2020 6:00 AM;40,017.75;41,672.50;1,654.75;32,291.50
Jan 1, 2020 6:00 AM;Jan 1, 2020 7:00 AM;38,959.25;40,315.50;1,356.25;31,450.75
Jan 1, 2020 7:00 AM;Jan 1, 2020 8:00 AM;39,464.25;40,237.75;773.50;32,059.00
Jan 1, 2020 8:00 AM;Jan 1, 2020 9:00 AM;40,177.75;41,762.75;1,585.00;32,479.25
Jan 1, 2020 9:00 AM;Jan 1, 2020 10:00 AM;42,374.00;43,972.00;1,598.00;31,965.50
Jan 1, 2020 10:00 AM;Jan 1, 2020 11:00 AM;44,553.00;47,164.00;2,611.00;30,618.25
Jan 1, 2020 11:00 AM;Jan 1, 2020 12:00 PM;46,662.25;49,523.00;2,860.75;29,808.50
Jan 1, 2020 12:00 PM;Jan 1, 2020 1:00 PM;47,989.00;50,498.50;2,509.50;29,577.00
Jan 1, 2020 1:00 PM;Jan 1, 2020 2:00 PM;47,723.25;49,473.25;1,750.00;29,886.00
Jan 1, 2020 2:00 PM;Jan 1, 2020 3:00 PM;46,133.25;46,858.75;725.50;31,840.50
Jan 1, 2020 3:00 PM;Jan 1, 2020 4:00 PM;46,275.25;46,595.00;319.75;36,575.50
Jan 1, 2020 4:00 PM;Jan 1, 2020 5:00 PM;49,069.75;49,329.75;260.00;40,542.75
Jan 1, 2020 5:00 PM;Jan 1, 2020 6:00 PM;53,047.75;55,915.50;2,867.75;42,596.75
Jan 1, 2020 6:00 PM;Jan 1, 2020 7:00 PM;53,873.00;57,143.75;3,270.75;41,542.50
Jan 1, 2020 7:00 PM;Jan 1, 2020 8:00 PM;52,635.75;56,065.00;3,429.25;39,159.00
Jan 1, 2020 8:00 PM;Jan 1, 2020 9:00 PM;50,517.00;52,645.50;2,128.50;36,633.25
Jan 1, 2020 9:00 PM;Jan 1, 2020 10:00 PM;49,120.50;49,651.25;530.75;35,090.50
Jan 1, 2020 10:00 PM;Jan 1, 2020 11:00 PM;48,205.00;48,353.50;148.50;35,439.00
Jan 1, 2020 11:00 PM;Jan 2, 2020 12:00 AM;45,410.75;45,501.25;90.50;33,059.75
Jan 2, 2020 12:00 AM;Jan 2, 2020 1:00 AM;43,971.75;44,970.00;998.25;31,620.75
Jan 2, 2020 1:00 AM;Jan 2, 2020 2:00 AM;42,537.00;44,009.00;1,472.00;30,544.75
Jan 2, 2020 2:00 AM;Jan 2, 2020 3:00 AM;41,919.25;43,988.00;2,068.75;29,954.50
Jan 2, 2020 3:00 AM;Jan 2, 2020 4:00 AM;41,968.50;44,702.00;2,733.50;30,395.50
Jan 2, 2020 4:00 AM;Jan 2, 2020 5:00 AM;43,068.00;45,687.25;2,619.25;31,516.00
Jan 2, 2020 5:00 AM;Jan 2, 2020 6:00 AM;45,395.50;46,643.75;1,248.25;33,324.75
Jan 2, 2020 6:00 AM;Jan 2, 2020 7:00 AM;49,812.50;51,539.50;1,727.00;36,608.75
Jan 2, 2020 7:00 AM;Jan 2, 2020 8:00 AM;54,798.25;58,321.50;3,523.25;40,704.75
Jan 2, 2020 8:00 AM;Jan 2, 2020 9:00 AM;58,182.25;61,522.75;3,340.50;43,469.00
Jan 2, 2020 9:00 AM;Jan 2, 2020 10:00 AM;60,124.25;62,479.75;2,355.50;42,157.00
Jan 2, 2020 10:00 AM;Jan 2, 2020 11:00 AM;61,127.50;61,220.00;92.50;40,244.00
Jan 2, 2020 11:00 AM;Jan 2, 2020 12:00 PM;61,947.50;62,094.25;146.75;39,557.75
Jan 2, 2020 12:00 PM;Jan 2, 2020 1:00 PM;62,184.25;62,570.25;386.00;40,100.50
Jan 2, 2020 1:00 PM;Jan 2, 2020 2:00 PM;61,336.00;61,750.50;414.50;40,638.75
Jan 2, 2020 2:00 PM;Jan 2, 2020 3:00 PM;60,372.75;60,888.00;515.25;41,483.75
Jan 2, 2020 3:00 PM;Jan 2, 2020 4:00 PM;60,448.25;60,675.00;226.75;43,485.75
Jan 2, 2020 4:00 PM;Jan 2, 2020 5:00 PM;62,291.00;62,881.00;590.00;45,088.00
Jan 2, 2020 5:00 PM;Jan 2, 2020 6:00 PM;65,235.00;66,997.25;1,762.25;45,800.50
Jan 2, 2020 6:00 PM;Jan 2, 2020 7:00 PM;65,359.25;67,858.50;2,499.25;43,717.50
Jan 2, 2020 7:00 PM;Jan 2, 2020 8:00 PM;64,001.00;65,001.25;1,000.25;41,202.25
Jan 2, 2020 8:00 PM;Jan 2, 2020 9:00 PM;60,276.25;60,545.50;269.25;36,749.75
Jan 2, 2020 9:00 PM;Jan 2, 2020 10:00 PM;57,459.75;57,988.50;528.75;33,072.25
Jan 2, 2020 10:00 PM;Jan 2, 2020 11:00 PM;55,617.00;57,202.25;1,585.25;30,986.25
Jan 2, 2020 11:00 PM;Jan 3, 2020 12:00 AM;52,142.00;53,413.00;1,271.00;27,247.25
Jan 3, 2020 12:00 AM;Jan 3, 2020 1:00 AM;49,155.00;51,332.25;2,177.25;23,155.00
Jan 3, 2020 1:00 AM;Jan 3, 2020 2:00 AM;47,681.50;50,598.75;2,917.25;20,370.50
Jan 3, 2020 2:00 AM;Jan 3, 2020 3:00 AM;46,908.75;49,754.25;2,845.50;18,773.75
Jan 3, 2020 3:00 AM;Jan 3, 2020 4:00 AM;46,809.25;50,399.25;3,590.00;17,745.25
Jan 3, 2020 4:00 AM;Jan 3, 2020 5:00 AM;47,711.75;51,592.50;3,880.75;17,373.50
Jan 3, 2020 5:00 AM;Jan 3, 2020 6:00 AM;49,822.00;52,949.50;3,127.50;18,488.50
Jan 3, 2020 6:00 AM;Jan 3, 2020 7:00 AM;53,695.00;56,227.50;2,532.50;20,642.50
Jan 3, 2020 7:00 AM;Jan 3, 2020 8:00 AM;57,811.75;59,131.25;1,319.50;24,045.75
Jan 3, 2020 8:00 AM;Jan 3, 2020 9:00 AM;60,857.75;64,479.25;3,621.50;26,705.00
Jan 3, 2020 9:00 AM;Jan 3, 2020 10:00 AM;62,723.00;63,797.75;1,074.75;27,665.00
Jan 3, 2020 10:00 AM;Jan 3, 2020 11:00 AM;63,798.50;64,692.75;894.25;27,406.50
Jan 3, 2020 11:00 AM;Jan 3, 2020 12:00 PM;65,113.25;65,645.00;531.75;27,825.75
Jan 3, 2020 12:00 PM;Jan 3, 2020 1:00 PM;65,167.25;66,128.25;961.00;29,301.75
Jan 3, 2020 1:00 PM;Jan 3, 2020 2:00 PM;63,839.25;64,260.50;421.25;28,826.75
Jan 3, 2020 2:00 PM;Jan 3, 2020 3:00 PM;62,814.00;63,478.00;664.00;28,511.25
Jan 3, 2020 3:00 PM;Jan 3, 2020 4:00 PM;62,309.00;62,904.25;595.25;29,110.25
Jan 3, 2020 4:00 PM;Jan 3, 2020 5:00 PM;63,170.00;64,637.25;1,467.25;29,228.00
Jan 3, 2020 5:00 PM;Jan 3, 2020 6:00 PM;65,163.25;67,945.25;2,782.00;30,551.25
Jan 3, 2020 6:00 PM;Jan 3, 2020 7:00 PM;64,905.00;67,502.50;2,597.50;29,166.75
Jan 3, 2020 7:00 PM;Jan 3, 2020 8:00 PM;63,035.25;65,685.75;2,650.50;27,723.00
Jan 3, 2020 8:00 PM;Jan 3, 2020 9:00 PM;59,327.00;60,139.75;812.75;24,902.50
Jan 3, 2020 9:00 PM;Jan 3, 2020 10:00 PM;56,056.75;56,621.75;565.00;22,461.00
Jan 3, 2020 10:00 PM;Jan 3, 2020 11:00 PM;54,497.75;55,217.75;720.00;21,422.00
Jan 3, 2020 11:00 PM;Jan 4, 2020 12:00 AM;51,471.25;52,535.50;1,064.25;18,975.25
Jan 4, 2020 12:00 AM;Jan 4, 2020 1:00 AM;48,789.50;49,801.75;1,012.25;16,966.00
Jan 4, 2020 1:00 AM;Jan 4, 2020 2:00 AM;46,574.75;47,840.75;1,266.00;15,845.25
Jan 4, 2020 2:00 AM;Jan 4, 2020 3:00 AM;45,663.50;47,176.75;1,513.25;16,164.75
Jan 4, 2020 3:00 AM;Jan 4, 2020 4:00 AM;45,277.25;47,638.50;2,361.25;16,095.50
Jan 4, 2020 4:00 AM;Jan 4, 2020 5:00 AM;46,088.25;48,391.50;2,303.25;15,581.00
Jan 4, 2020 5:00 AM;Jan 4, 2020 6:00 AM;46,622.50;49,367.75;2,745.25;14,343.50
Jan 4, 2020 6:00 AM;Jan 4, 2020 7:00 AM;47,058.75;49,628.00;2,569.25;12,696.00
Jan 4, 2020 7:00 AM;Jan 4, 2020 8:00 AM;49,918.25;51,753.50;1,835.25;14,631.75
Jan 4, 2020 8:00 AM;Jan 4, 2020 9:00 AM;53,055.75;53,837.75;782.00;16,666.50
Jan 4, 2020 9:00 AM;Jan 4, 2020 10:00 AM;56,442.50;57,573.50;1,131.00;17,685.00
Jan 4, 2020 10:00 AM;Jan 4, 2020 11:00 AM;59,194.25;60,576.50;1,382.25;18,379.00
Jan 4, 2020 11:00 AM;Jan 4, 2020 12:00 PM;60,810.25;61,236.25;426.00;18,355.50
Jan 4, 2020 12:00 PM;Jan 4, 2020 1:00 PM;61,593.00;62,371.25;778.25;18,386.50
Jan 4, 2020 1:00 PM;Jan 4, 2020 2:00 PM;60,323.50;61,302.50;979.00;17,820.75
Jan 4, 2020 2:00 PM;Jan 4, 2020 3:00 PM;59,182.00;60,743.00;1,561.00;18,335.75
Jan 4, 2020 3:00 PM;Jan 4, 2020 4:00 PM;58,821.75;60,708.00;1,886.25;20,212.00
Jan 4, 2020 4:00 PM;Jan 4, 2020 5:00 PM;60,053.50;61,450.50;1,397.00;22,442.75
Jan 4, 2020 5:00 PM;Jan 4, 2020 6:00 PM;62,655.25;63,585.00;929.75;26,422.50
Jan 4, 2020 6:00 PM;Jan 4, 2020 7:00 PM;62,563.00;63,054.00;491.00;28,477.25
Jan 4, 2020 7:00 PM;Jan 4, 2020 8:00 PM;60,297.75;61,097.50;799.75;28,942.75
Jan 4, 2020 8:00 PM;Jan 4, 2020 9:00 PM;56,566.25;58,264.50;1,698.25;27,829.75
Jan 4, 2020 9:00 PM;Jan 4, 2020 10:00 PM;53,958.25;54,613.00;654.75;28,782.00
Jan 4, 2020 10:00 PM;Jan 4, 2020 11:00 PM;52,399.75;53,111.50;711.75;30,830.00
Jan 4, 2020 11:00 PM;Jan 5, 2020 12:00 AM;49,480.25;49,686.75;206.50;30,446.50
Jan 5, 2020 12:00 AM;Jan 5, 2020 1:00 AM;46,485.50;47,481.50;996.00;29,727.50
Jan 5, 2020 1:00 AM;Jan 5, 2020 2:00 AM;44,290.75;45,740.75;1,450.00;29,383.50
Jan 5, 2020 2:00 AM;Jan 5, 2020 3:00 AM;43,683.50;45,235.00;1,551.50;30,317.00
Jan 5, 2020 3:00 AM;Jan 5, 2020 4:00 AM;42,707.00;44,048.25;1,341.25;30,436.25
Jan 5, 2020 4:00 AM;Jan 5, 2020 5:00 AM;42,686.25;44,209.75;1,523.50;31,190.75
Jan 5, 2020 5:00 AM;Jan 5, 2020 6:00 AM;42,193.00;43,840.50;1,647.50;30,995.00
Jan 5, 2020 6:00 AM;Jan 5, 2020 7:00 AM;41,307.00;42,501.25;1,194.25;30,525.75
Jan 5, 2020 7:00 AM;Jan 5, 2020 8:00 AM;42,713.50;43,434.75;721.25;32,438.00
Jan 5, 2020 8:00 AM;Jan 5, 2020 9:00 AM;44,934.25;45,233.75;299.50;34,874.75
Jan 5, 2020 9:00 AM;Jan 5, 2020 10:00 AM;48,233.00;48,496.00;263.00;36,531.25
Jan 5, 2020 10:00 AM;Jan 5, 2020 11:00 AM;51,039.50;51,885.75;846.25;37,408.75
Jan 5, 2020 11:00 AM;Jan 5, 2020 12:00 PM;53,496.50;54,170.50;674.00;38,422.75
Jan 5, 2020 12:00 PM;Jan 5, 2020 1:00 PM;54,076.75;54,587.75;511.00;38,925.75
Jan 5, 2020 1:00 PM;Jan 5, 2020 2:00 PM;52,730.25;53,011.25;281.00;38,235.50
Jan 5, 2020 2:00 PM;Jan 5, 2020 3:00 PM;51,589.00;51,801.50;212.50;38,095.50
Jan 5, 2020 3:00 PM;Jan 5, 2020 4:00 PM;51,713.75;51,955.50;241.75;38,990.25
Jan 5, 2020 4:00 PM;Jan 5, 2020 5:00 PM;53,442.25;53,685.25;243.00;39,755.75
Jan 5, 2020 5:00 PM;Jan 5, 2020 6:00 PM;57,112.00;58,481.00;1,369.00;41,691.75
Jan 5, 2020 6:00 PM;Jan 5, 2020 7:00 PM;57,984.00;60,790.75;2,806.75;41,479.00
Jan 5, 2020 7:00 PM;Jan 5, 2020 8:00 PM;56,585.50;59,358.75;2,773.25;39,942.75
Jan 5, 2020 8:00 PM;Jan 5, 2020 9:00 PM;54,177.75;56,189.75;2,012.00;36,695.25
Jan 5, 2020 9:00 PM;Jan 5, 2020 10:00 PM;52,629.50;53,023.00;393.50;34,554.75
Jan 5, 2020 10:00 PM;Jan 5, 2020 11:00 PM;52,001.25;52,298.25;297.00;33,970.75
Jan 5, 2020 11:00 PM;Jan 6, 2020 12:00 AM;48,976.50;49,501.00;524.50;30,977.50
Jan 6, 2020 12:00 AM;Jan 6, 2020 1:00 AM;46,661.50;48,033.75;1,372.25;28,391.50
Jan 6, 2020 1:00 AM;Jan 6, 2020 2:00 AM;45,256.00;47,804.00;2,548.00;27,635.50
Jan 6, 2020 2:00 AM;Jan 6, 2020 3:00 AM;44,272.25;46,887.25;2,615.00;27,104.50
Jan 6, 2020 3:00 AM;Jan 6, 2020 4:00 AM;44,621.00;47,744.75;3,123.75;27,765.50
Jan 6, 2020 4:00 AM;Jan 6, 2020 5:00 AM;45,883.25;48,937.25;3,054.00;29,022.00
Jan 6, 2020 5:00 AM;Jan 6, 2020 6:00 AM;48,592.75;50,948.75;2,356.00;32,218.25
Jan 6, 2020 6:00 AM;Jan 6, 2020 7:00 AM;53,420.00;54,402.75;982.75;37,843.50
Jan 6, 2020 7:00 AM;Jan 6, 2020 8:00 AM;58,024.75;58,392.25;367.50;43,330.50
Jan 6, 2020 8:00 AM;Jan 6, 2020 9:00 AM;61,004.25;63,452.50;2,448.25;46,749.25
Jan 6, 2020 9:00 AM;Jan 6, 2020 10:00 AM;62,361.75;64,497.75;2,136.00;46,111.25
Jan 6, 2020 10:00 AM;Jan 6, 2020 11:00 AM;63,451.50;65,212.75;1,761.25;44,730.50
Jan 6, 2020 11:00 AM;Jan 6, 2020 12:00 PM;64,516.25;64,770.00;253.75;44,483.00
Jan 6, 2020 12:00 PM;Jan 6, 2020 1:00 PM;64,469.00;64,743.50;274.50;43,471.75
Jan 6, 2020 1:00 PM;Jan 6, 2020 2:00 PM;63,466.00;63,956.25;490.25;43,132.50
Jan 6, 2020 2:00 PM;Jan 6, 2020 3:00 PM;62,407.00;62,597.25;190.25;44,307.75
Jan 6, 2020 3:00 PM;Jan 6, 2020 4:00 PM;62,143.00;62,470.00;327.00;46,946.25
Jan 6, 2020 4:00 PM;Jan 6, 2020 5:00 PM;63,548.75;64,167.00;618.25;48,704.75
Jan 6, 2020 5:00 PM;Jan 6, 2020 6:00 PM;67,068.00;69,518.25;2,450.25;50,367.75
Jan 6, 2020 6:00 PM;Jan 6, 2020 7:00 PM;67,473.50;69,994.50;2,521.00;49,220.00
Jan 6, 2020 7:00 PM;Jan 6, 2020 8:00 PM;65,965.00;68,082.00;2,117.00;46,657.50
Jan 6, 2020 8:00 PM;Jan 6, 2020 9:00 PM;62,301.75;62,583.75;282.00;41,837.00
Jan 6, 2020 9:00 PM;Jan 6, 2020 10:00 PM;59,738.50;60,246.75;508.25;38,584.50
Jan 6, 2020 10:00 PM;Jan 6, 2020 11:00 PM;57,347.75;57,607.50;259.75;35,895.50
Jan 6, 2020 11:00 PM;Jan 7, 2020 12:00 AM;53,740.75;54,643.00;902.25;31,864.25
Jan 7, 2020 12:00 AM;Jan 7, 2020 1:00 AM;51,349.25;53,006.50;1,657.25;29,109.25
Jan 7, 2020 1:00 AM;Jan 7, 2020 2:00 AM;50,157.00;52,161.50;2,004.50;28,473.00
Jan 7, 2020 2:00 AM;Jan 7, 2020 3:00 AM;49,380.00;52,416.75;3,036.75;28,035.50
Jan 7, 2020 3:00 AM;Jan 7, 2020 4:00 AM;49,654.00;52,678.75;3,024.75;28,147.50
Jan 7, 2020 4:00 AM;Jan 7, 2020 5:00 AM;50,977.25;54,019.50;3,042.25;29,554.25
Jan 7, 2020 5:00 AM;Jan 7, 2020 6:00 AM;54,316.75;56,256.50;1,939.75;33,298.25
Jan 7, 2020 6:00 AM;Jan 7, 2020 7:00 AM;61,669.00;62,263.75;594.75;41,269.00
Jan 7, 2020 7:00 AM;Jan 7, 2020 8:00 AM;67,948.00;69,719.25;1,771.25;48,784.00
Jan 7, 2020 8:00 AM;Jan 7, 2020 9:00 AM;70,352.75;72,923.50;2,570.75;53,083.75
Jan 7, 2020 9:00 AM;Jan 7, 2020 10:00 AM;70,582.75;73,401.00;2,818.25;55,282.00
Jan 7, 2020 10:00 AM;Jan 7, 2020 11:00 AM;70,755.50;73,031.00;2,275.50;56,062.75
Jan 7, 2020 11:00 AM;Jan 7, 2020 12:00 PM;71,269.00;73,806.00;2,537.00;56,423.25
Jan 7, 2020 12:00 PM;Jan 7, 2020 1:00 PM;70,871.25;73,404.00;2,532.75;53,401.25
Jan 7, 2020 1:00 PM;Jan 7, 2020 2:00 PM;70,839.00;72,009.00;1,170.00;51,640.50
Jan 7, 2020 2:00 PM;Jan 7, 2020 3:00 PM;70,410.50;70,575.50;165.00;51,411.25
Jan 7, 2020 3:00 PM;Jan 7, 2020 4:00 PM;69,535.75;69,700.75;165.00;51,453.75
Jan 7, 2020 4:00 PM;Jan 7, 2020 5:00 PM;70,192.75;70,418.25;225.50;51,840.75
Jan 7, 2020 5:00 PM;Jan 7, 2020 6:00 PM;72,724.00;73,615.50;891.50;51,707.50
Jan 7, 2020 6:00 PM;Jan 7, 2020 7:00 PM;72,438.75;73,435.50;996.75;49,117.50
Jan 7, 2020 7:00 PM;Jan 7, 2020 8:00 PM;70,977.50;71,282.75;305.25;45,835.50
Jan 7, 2020 8:00 PM;Jan 7, 2020 9:00 PM;67,162.50;67,568.50;406.00;40,369.50
Jan 7, 2020 9:00 PM;Jan 7, 2020 10:00 PM;63,840.00;64,376.00;536.00;36,008.25
Jan 7, 2020 10:00 PM;Jan 7, 2020 11:00 PM;60,756.50;61,178.50;422.00;32,818.25
Jan 7, 2020 11:00 PM;Jan 8, 2020 12:00 AM;56,981.50;58,164.50;1,183.00;28,052.50
Jan 8, 2020 12:00 AM;Jan 8, 2020 1:00 AM;54,547.25;57,048.50;2,501.25;24,509.00
Jan 8, 2020 1:00 AM;Jan 8, 2020 2:00 AM;53,156.50;55,789.75;2,633.25;22,222.00
Jan 8, 2020 2:00 AM;Jan 8, 2020 3:00 AM;51,997.25;55,351.25;3,354.00;20,506.50
Jan 8, 2020 3:00 AM;Jan 8, 2020 4:00 AM;52,059.75;55,356.75;3,297.00;20,636.25
Jan 8, 2020 4:00 AM;Jan 8, 2020 5:00 AM;53,364.25;55,841.00;2,476.75;22,334.25
Jan 8, 2020 5:00 AM;Jan 8, 2020 6:00 AM;56,504.50;59,439.75;2,935.25;25,499.50
Jan 8, 2020 6:00 AM;Jan 8, 2020 7:00 AM;64,152.25;64,832.25;680.00;33,187.75
Jan 8, 2020 7:00 AM;Jan 8, 2020 8:00 AM;70,538.75;70,582.25;43.50;39,124.00
Jan 8, 2020 8:00 AM;Jan 8, 2020 9:00 AM;73,452.00;73,564.50;112.50;41,937.75
Jan 8, 2020 9:00 AM;Jan 8, 2020 10:00 AM;73,429.75;73,484.75;55.00;41,440.50
Jan 8, 2020 10:00 AM;Jan 8, 2020 11:00 AM;74,463.00;74,521.00;58.00;42,062.00
Jan 8, 2020 11:00 AM;Jan 8, 2020 12:00 PM;74,708.00;74,784.00;76.00;42,861.25
Jan 8, 2020 12:00 PM;Jan 8, 2020 1:00 PM;74,302.75;74,397.00;94.25;44,140.50
Jan 8, 2020 1:00 PM;Jan 8, 2020 2:00 PM;73,627.25;73,830.00;202.75;45,958.75
Jan 8, 2020 2:00 PM;Jan 8, 2020 3:00 PM;72,406.00;72,731.50;325.50;47,724.75
Jan 8, 2020 3:00 PM;Jan 8, 2020 4:00 PM;71,548.75;74,069.50;2,520.75;50,413.00
Jan 8, 2020 4:00 PM;Jan 8, 2020 5:00 PM;71,377.75;73,218.50;1,840.75;53,539.50
Jan 8, 2020 5:00 PM;Jan 8, 2020 6:00 PM;72,862.00;75,054.50;2,192.50;57,079.75
Jan 8, 2020 6:00 PM;Jan 8, 2020 7:00 PM;72,094.25;74,198.00;2,103.75;57,496.25
Jan 8, 2020 7:00 PM;Jan 8, 2020 8:00 PM;69,933.25;72,065.50;2,132.25;56,202.50
Jan 8, 2020 8:00 PM;Jan 8, 2020 9:00 PM;65,906.25;68,103.75;2,197.50;53,068.25
Jan 8, 2020 9:00 PM;Jan 8, 2020 10:00 PM;62,059.50;62,320.50;261.00;50,393.75
Jan 8, 2020 10:00 PM;Jan 8, 2020 11:00 PM;58,703.00;59,263.25;560.25;48,467.00
Jan 8, 2020 11:00 PM;Jan 9, 2020 12:00 AM;54,205.50;55,238.50;1,033.00;45,335.00
Jan 9, 2020 12:00 AM;Jan 9, 2020 1:00 AM;50,216.00;51,116.00;900.00;42,619.75
Jan 9, 2020 1:00 AM;Jan 9, 2020 2:00 AM;48,287.00;49,577.25;1,290.25;41,442.75
Jan 9, 2020 2:00 AM;Jan 9, 2020 3:00 AM;47,858.50;49,765.75;1,907.25;40,852.25
Jan 9, 2020 3:00 AM;Jan 9, 2020 4:00 AM;48,083.00;50,508.75;2,425.75;40,203.25
Jan 9, 2020 4:00 AM;Jan 9, 2020 5:00 AM;49,734.00;52,721.50;2,987.50;40,345.75
Jan 9, 2020 5:00 AM;Jan 9, 2020 6:00 AM;53,418.00;54,873.75;1,455.75;42,172.25
Jan 9, 2020 6:00 AM;Jan 9, 2020 7:00 AM;61,802.50;62,014.75;212.25;47,690.75
Jan 9, 2020 7:00 AM;Jan 9, 2020 8:00 AM;68,199.00;70,987.75;2,788.75;50,502.75
Jan 9, 2020 8:00 AM;Jan 9, 2020 9:00 AM;70,819.25;73,301.00;2,481.75;48,844.25
Jan 9, 2020 9:00 AM;Jan 9, 2020 10:00 AM;71,494.75;74,332.00;2,837.25;44,463.00
Jan 9, 2020 10:00 AM;Jan 9, 2020 11:00 AM;72,617.50;73,474.50;857.00;41,312.25
Jan 9, 2020 11:00 AM;Jan 9, 2020 12:00 PM;73,764.25;74,337.50;573.25;39,405.50
Jan 9, 2020 12:00 PM;Jan 9, 2020 1:00 PM;73,326.75;74,157.00;830.25;36,571.00
Jan 9, 2020 1:00 PM;Jan 9, 2020 2:00 PM;72,967.50;73,784.25;816.75;35,748.00
Jan 9, 2020 2:00 PM;Jan 9, 2020 3:00 PM;71,586.75;71,824.75;238.00;36,369.25
Jan 9, 2020 3:00 PM;Jan 9, 2020 4:00 PM;71,208.25;71,281.75;73.50;38,311.75
Jan 9, 2020 4:00 PM;Jan 9, 2020 5:00 PM;71,581.50;71,729.00;147.50;40,748.00
Jan 9, 2020 5:00 PM;Jan 9, 2020 6:00 PM;73,868.75;74,573.00;704.25;43,807.75
Jan 9, 2020 6:00 PM;Jan 9, 2020 7:00 PM;73,439.75;75,251.75;1,812.00;43,879.50
Jan 9, 2020 7:00 PM;Jan 9, 2020 8:00 PM;71,518.00;71,826.25;308.25;42,936.75
Jan 9, 2020 8:00 PM;Jan 9, 2020 9:00 PM;67,669.75;67,956.50;286.75;40,165.50
Jan 9, 2020 9:00 PM;Jan 9, 2020 10:00 PM;63,628.25;64,354.75;726.50;38,407.50
Jan 9, 2020 10:00 PM;Jan 9, 2020 11:00 PM;59,774.00;59,918.75;144.75;36,988.75
Jan 9, 2020 11:00 PM;Jan 10, 2020 12:00 AM;55,429.25;55,965.50;536.25;33,526.50
Jan 10, 2020 12:00 AM;Jan 10, 2020 1:00 AM;51,908.00;53,335.75;1,427.75;30,430.50
Jan 10, 2020 1:00 AM;Jan 10, 2020 2:00 AM;50,144.50;52,131.75;1,987.25;28,052.00
Jan 10, 2020 2:00 AM;Jan 10, 2020 3:00 AM;49,558.75;52,047.50;2,488.75;26,407.00
Jan 10, 2020 3:00 AM;Jan 10, 2020 4:00 AM;49,974.75;53,324.25;3,349.50;26,368.50
Jan 10, 2020 4:00 AM;Jan 10, 2020 5:00 AM;51,504.25;54,376.25;2,872.00;27,913.50
Jan 10, 2020 5:00 AM;Jan 10, 2020 6:00 AM;54,909.75;56,277.00;1,367.25;30,448.25
Jan 10, 2020 6:00 AM;Jan 10, 2020 7:00 AM;62,269.00;62,979.25;710.25;35,796.00
Jan 10, 2020 7:00 AM;Jan 10, 2020 8:00 AM;68,430.75;69,160.00;729.25;41,621.25
Jan 10, 2020 8:00 AM;Jan 10, 2020 9:00 AM;71,158.00;72,136.50;978.50;43,722.75
Jan 10, 2020 9:00 AM;Jan 10, 2020 10:00 AM;71,223.00;73,253.25;2,030.25;41,701.25
Jan 10, 2020 10:00 AM;Jan 10, 2020 11:00 AM;71,666.25;71,900.00;233.75;40,030.25
Jan 10, 2020 11:00 AM;Jan 10, 2020 12:00 PM;72,149.00;72,341.50;192.50;38,434.00
Jan 10, 2020 12:00 PM;Jan 10, 2020 1:00 PM;71,878.25;72,260.25;382.00;36,577.75
Jan 10, 2020 1:00 PM;Jan 10, 2020 2:00 PM;70,430.75;71,408.00;977.25;36,451.25
Jan 10, 2020 2:00 PM;Jan 10, 2020 3:00 PM;68,960.25;69,710.75;750.50;37,250.00
Jan 10, 2020 3:00 PM;Jan 10, 2020 4:00 PM;68,485.50;69,081.00;595.50;38,226.75
Jan 10, 2020 4:00 PM;Jan 10, 2020 5:00 PM;69,568.00;70,282.25;714.25;39,126.00
Jan 10, 2020 5:00 PM;Jan 10, 2020 6:00 PM;71,956.50;75,540.75;3,584.25;42,246.00
Jan 10, 2020 6:00 PM;Jan 10, 2020 7:00 PM;70,941.25;74,095.75;3,154.50;43,727.50
Jan 10, 2020 7:00 PM;Jan 10, 2020 8:00 PM;68,558.25;71,283.00;2,724.75;44,300.50
Jan 10, 2020 8:00 PM;Jan 10, 2020 9:00 PM;64,438.50;66,245.00;1,806.50;41,444.25
Jan 10, 2020 9:00 PM;Jan 10, 2020 10:00 PM;60,702.50;61,576.50;874.00;38,732.00
Jan 10, 2020 10:00 PM;Jan 10, 2020 11:00 PM;57,729.75;58,065.75;336.00;38,067.25
Jan 10, 2020 11:00 PM;Jan 11, 2020 12:00 AM;54,074.75;54,451.25;376.50;35,518.00
Jan 11, 2020 12:00 AM;Jan 11, 2020 1:00 AM;50,366.00;50,478.50;112.50;32,500.50
Jan 11, 2020 1:00 AM;Jan 11, 2020 2:00 AM;48,229.00;48,664.00;435.00;31,771.75
Jan 11, 2020 2:00 AM;Jan 11, 2020 3:00 AM;47,576.25;48,686.25;1,110.00;31,615.00
